Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
INDIANA UNIV BLOOMINGTON PD,133112,MONROE,BLOOMINGTON,BLOOMINGTON,11/4/13,9:30 PM,1,0,1,0,0,,17TH,ST,,,,17TH ST,DUNN,,,,Y,OTHER,,,39.17901032,-86.5283297,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,17THSTDUNNST,1,NONE
BLOOMINGTON PD,30314152,MONROE,BLOOMINGTON,BLOOMINGTON,3/3/14,3:26 PM,1,0,1,0,0,,11TH,ST,,,,1200 BLK W 11TH ST,ADAMS,,,,Y,OTHER,500,E,39.173344,-86.54802772,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,1200BLKW11THSTADAMSST,1,NONE
BLOOMINGTON PD,52414045,MONROE,BLOOMINGTON,BLOOMINGTON,5/24/14,3:11 AM,1,0,0,0,0,,WALNUT,ST,,,,WALNUT ST,15TH,,,,Y,OTHER,,,39.176848,-86.533424,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,15THSTWALNUTST,1,STOP SIGN
BLOOMINGTON PD,70214033,MONROE,BLOOMINGTON,BLOOMINGTON,7/2/14,12:57 AM,1,0,1,0,0,,WALNUT,ST,,,,WALNUT ST,KIRKWOOD,,,,Y,OTHER,75,S,39.16643401,-86.5336,OTHER,,Y,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,CURBED,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,KIRKWOODAVEWALNUTST,1,NONE
BLOOMINGTON PD,81114225,MONROE,BLOOMINGTON,BLOOMINGTON,8/11/14,7:22 PM,1,0,1,0,0,1342,N ARLINGTON PARK,DR,,,,N ARLINGTON PARK DR,,,,,Y,OTHER,,,39.17994237,-86.5483693,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,NARLINGTONPARKDR,1,NONE
BLOOMINGTON PD,B1411875,MONROE,PERRY,BLOOMINGTON,10/24/14,3:45 PM,1,0,1,0,0,,SECOND,,,,,SECOND,COLLEGE,,,,Y,,,,39.16144,-86.534848,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT TURN,COLLEGEAVESECONDST,1,STOP SIGN
BLOOMINGTON PD,B1413015,MONROE,BLOOMINGTON,BLOOMINGTON,10/31/14,8:52 PM,1,0,1,0,0,,MARLENE,,,,,MARLENE,KIMBLE,,,,Y,,,,39.166144,-86.568,LOCAL/CITY ROAD,,Y,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,KIMBLEDRMARLENEDR,1,NONE
BLOOMINGTON PD,B1413073,MONROE,BLOOMINGTON,BLOOMINGTON,11/1/14,12:54 AM,1,0,1,0,0,,17TH,,,,,17TH,INDIANA,,,,Y,,,,39.179024,-86.5272,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,17THSTINDIANAAVE,1,LANE CONTROL
BLOOMINGTON PD,B1417662,MONROE,BLOOMINGTON,BLOOMINGTON,12/7/14,12:34 PM,1,0,1,0,0,1147,E LIDEN,,,,,E LIDEN,,,,,Y,,,,0,0,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,BACKING CRASH,ELIDENDR,1,NONE
ISP BLOOMINGTON 33,2.015E+11,MONROE,PERRY,BLOOMINGTON,1/3/15,6:37 PM,1,0,1,0,0,,ROCKPORT,RD,,,,ROCKPORT,COOLIDGE,,,,Y,,225,N,39.14192595,-86.54314176,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,COOLIDGEDRROCKPORTRD,1,NONE
INDIANA UNIV BLOOMINGTON PD,151291,MONROE,BLOOMINGTON,BLOOMINGTON,4/29/15,3:50 AM,1,0,1,0,0,,,,SR46E,,,SR46E,10TH,,,,N,,,,39.171648,-86.502096,STATE ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,CURBED,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,COLLISION WITH OBJECT IN ROAD,10THSTSR46E,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,152413,MONROE,BLOOMINGTON,BLOOMINGTON,9/22/15,9:11 AM,1,0,1,0,0,,8TH,ST,,,,8TH,FORREST,,,,Y,OTHER,,,39.1694697,-86.52234032,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,Y-INTERSECTION,CURVE/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,8THSTFORRESTAVE,1,NONE
BLOOMINGTON PD,B1547067,MONROE,BLOOMINGTON,BLOOMINGTON,11/3/15,2:48 PM,1,0,1,0,0,,W 7TH,ST,,,,W 7TH,N WALNUT,,,,Y,,,,39.16864,-86.533568,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NWALNUTSTW7THST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1549228,MONROE,VAN BUREN,BLOOMINGTON,11/17/15,6:55 PM,1,0,1,0,0,,W 3RD,ST,,,,W 3RD,S CURRY,,,,Y,,40,E,39.16463971,-86.58292349,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,SCURRYPIKEW3RDST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1553351,MONROE,VAN BUREN,BLOOMINGTON,12/18/15,4:15 PM,1,0,1,0,0,500,S LIBERTY,DR,,,,S LIBERTY,,,,,Y,,,,39.145264,-86.577616,OTHER,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,SAME DIRECTION SIDESWIPE,SLIBERTYDR,1,NONE
BLOOMINGTON PD,B1635013,MONROE,BLOOMINGTON,BLOOMINGTON,9/2/16,7:00 PM,1,0,1,0,0,1705,N KINSER,PIKE,,,,N KINSER,,,,,Y,,,,39.18589867,-86.53787333,OTHER,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,UNDER $1001,SAME DIRECTION SIDESWIPE,NKINSERPIKE,1,NONE
BLOOMINGTON PD,B1635712,MONROE,BLOOMINGTON,BLOOMINGTON,9/7/16,2:39 PM,2,0,1,0,0,,E 3RD,ST,,,,E 3RD,DUNN,,,,Y,,60,W,39.164448,-86.528096,LOCAL/CITY ROAD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,DUNNSTE3RDST,0,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B16-46608,MONROE,PERRY,BLOOMINGTON,11/19/16,6:05 PM,1,0,1,0,0,1175,SOUTH COLLEGE MALL,RD,,,,SOUTH COLLEGE MALL,,,,,Y,,,,39.15427029,-86.49764657,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SOUTHCOLLEGEMALLRD,1,NONE
BLOOMINGTON PD,B1706726,MONROE,BLOOMINGTON,BLOOMINGTON,2/23/17,7:04 AM,1,0,0,0,0,,WINSLOW,RD,,,,WINSLOW,HENDERSON,,,,Y,,,,39.13603999,-86.52687996,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,UNDER $1001,LEFT TURN,HENDERSONSTWINSLOWRD,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1715884,MONROE,PERRY,BLOOMINGTON,4/25/17,3:36 PM,1,0,1,0,0,,500 S MULLER,PKWY,,,,500 S MULLER,BASSWOOD,,,,Y,,350,N,39.19559487,-86.56791,OTHER,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,500SMULLERPKWYBASSWOODDR,1,NONE
BLOOMINGTON PD,B1720794,MONROE,BLOOMINGTON,BLOOMINGTON,5/29/17,7:21 PM,1,0,1,0,0,,,,SR46W,,,SR46W,KINSER,,,,Y,,,,39.186544,-86.537888,STATE ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,KINSERPIKESR46W,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1726990,MONROE,PERRY,BLOOMINGTON,7/8/17,1:35 PM,1,0,1,0,0,,S WALNUT,ST,,,,S WALNUT,E GRIMES,,,,Y,,,,39.15344,-86.5336,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,EGRIMESLNSWALNUTST,1,LANE CONTROL
BLOOMINGTON PD,B1731671,MONROE,RICHLAND,BLOOMINGTON,8/8/17,3:30 PM,1,0,1,0,0,3300,WEST 3RD,ST,,,,WEST 3RD,,,,,Y,,,,39.16493,-86.57685,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WEST3RDST,1,NONE
MONROE SD,M17A20969,MONROE,RICHLAND,BLOOMINGTON,8/31/17,4:55 AM,1,0,1,0,0,500,PROFILE,PKWY,,,,PROFILE,,,,,N,PRIVATE,,,39.16977,-86.59059,OTHER,,N,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,NON-ROADWAY CRASH,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,PROFILEPKWY,1,NONE
BLOOMINGTON PD,B1737941,MONROE,BLOOMINGTON,BLOOMINGTON,9/15/17,5:30 PM,1,0,1,0,0,1175,S COLLEGE MALL,RD,,,,S COLLEGE MALL,,,,,Y,,,,39.15449,-86.49749,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,NON-ROADWAY CRASH,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,RIGHT ANGLE,SCOLLEGEMALLRD,1,NONE
BLOOMINGTON PD,B1740449,MONROE,RICHLAND,BLOOMINGTON,10/1/17,9:30 PM,1,0,1,0,0,2910,LEONARD SPRINGS,RD,,,,LEONARD SPRINGS,,,,,Y,,,,39.13448,-86.58328,OTHER,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,BACKING CRASH,LEONARDSPRINGSRD,1,NONE
BLOOMINGTON PD,B1742410,MONROE,BLOOMINGTON,BLOOMINGTON,10/15/17,4:01 AM,1,0,1,0,0,,SR 46,HWY,,,,SR 46,EASTGATE,,,,Y,OTHER,,,39.17013,-86.50154,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,EASTGATELNSR46HWY,1,NONE
BLOOMINGTON PD,B1750851,MONROE,BLOOMINGTON,BLOOMINGTON,12/14/17,6:45 AM,1,0,1,0,0,1420,W ARLINGTON PARK APT,DR,,,,W ARLINGTON PARK APT,,,,,Y,,,,39.18040893,-86.54876022,LOCAL/CITY ROAD,,Y,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,COLLISION WITH OBJECT IN ROAD,WARLINGTONPARKAPTDR,1,NONE
BLOOMINGTON PD,B1803878,MONROE,PERRY,BLOOMINGTON,1/29/18,11:25 PM,1,0,1,0,0,,E HILLSIDE,DR,,,,E HILLSIDE,NANCY,,,,Y,,,,39.150544,-86.511088,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH OBJECT IN ROAD,EHILLSIDEDRNANCYST,1,NONE
BLOOMINGTON PD,B1806566,MONROE,BLOOMINGTON,BLOOMINGTON,2/18/18,8:11 AM,1,0,1,0,0,,900 S ROGERS,ST,,,,900 S ROGERS,DODDS,,,,Y,,75,S,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,LEFT TURN,900SROGERSSTDODDSST,1,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,180658,MONROE,BLOOMINGTON,BLOOMINGTON,3/9/18,10:30 PM,1,0,1,0,0,925,E ATWATER,AVE,,,,E ATWATER,,,,,Y,,,,39.1631589,-86.52214676,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,EATWATERAVE,1,NONE
BLOOMINGTON PD,B18-10298,MONROE,PERRY,BLOOMINGTON,3/14/18,6:15 PM,1,0,2,0,0,,S COLLEGE MALL,RD,,,,S COLLEGE MALL,COVENANTER,,,,Y,,,,39.155152,-86.497888,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,COVENANTERDRSCOLLEGEMALLRD,2,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1834223,MONROE,BLOOMINGTON,BLOOMINGTON,8/23/18,1:44 PM,1,0,0,0,0,,W 6TH,ST,,,,W 6TH,N MAPLE,,,,Y,,,,39.167696,-86.542096,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,NMAPLESTW6THST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,190868,MONROE,BLOOMINGTON,BLOOMINGTON,4/9/19,10:20 AM,1,0,1,0,0,1800,DUNN,ST,,,,N DUNN,,,,,Y,,,,39.18279,-86.523885,OTHER,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NDUNNST,1,NONE
BLOOMINGTON PD,B1916709,MONROE,BLOOMINGTON,BLOOMINGTON,4/25/19,2:35 PM,1,0,0,0,0,,HENDERSON,ST,,,,S HENDERSON,WINSLOW,,,,Y,,200,N,39.15716346,-86.52689,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,EWINSLOWRDSHENDERSONST,1,NONE
BLOOMINGTON PD,B1918761,MONROE,BLOOMINGTON,BLOOMINGTON,5/8/19,3:00 PM,1,0,1,0,0,,3RD,ST,,,,W 3RD,MULLER,,,,Y,,,,39.1645,-86.5627,,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SMULLERPKWYW3RDST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,192085,MONROE,BLOOMINGTON,BLOOMINGTON,9/23/19,11:00 AM,1,0,,,,,FEE,LN,,,,FEE,13TH,,,,Y,,175,N,39.17563263,-86.51898724,LOCAL/CITY ROAD,,N,Y,URBAN,Y,N,Y,INTERMITTENT OR MOVING WORK,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,13THSTFEELN,1,YIELD SIGN
BLOOMINGTON PD,B1942546,MONROE,PERRY,BLOOMINGTON,10/8/19,6:45 AM,1,0,1,0,0,,WALNUT,ST,,,,WALNUT,HILLSIDE,,,,Y,,,,39.150544,-86.5336,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,HILLSIDEDRWALNUTST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,200654,MONROE,BLOOMINGTON,BLOOMINGTON,3/3/20,4:27 PM,1,0,1,0,0,,TENTH,ST,,,,TENTH,WALNUT GROVE,,,,Y,,,,,,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,TENTHSTWALNUTGROVEST,1,LANE CONTROL
BLOOMINGTON PD,B2024483,MONROE,BLOOMINGTON,BLOOMINGTON,7/6/20,9:06 PM,1,0,2,0,0,,N WALNUT,ST,,,,N WALNUT,E 4TH,,,,Y,,,,39.165648,-86.5336,LOCAL/CITY ROAD,Y,Y,Y,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E4THSTNWALNUTST,2,TRAFFIC CONTROL SIGNAL
MONROE SD,M20A27825,MONROE,VAN BUREN,BLOOMINGTON,10/16/20,7:36 AM,1,0,1,0,0,,W ROLL,AVE,,,,W ROLL,N CURRY,,,,N,,200,E,39.14744,-86.582592,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,NCURRYPIKEWROLLAVE,1,NONE
BLOOMINGTON PD,B2111248,MONROE,PERRY,BLOOMINGTON,4/9/21,1:45 PM,1,0,1,0,0,,WEST COUNTRYSIDE,LN,,,,WEST COUNTRYSIDE,SOUTH ROCKPORT,,,,Y,,,,39.136448,-86.548704,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,CONCRETE,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,SOUTHROCKPORTRDWESTCOUNTRYSIDELN,1,STOP SIGN
BLOOMINGTON PD,B2115965,MONROE,BLOOMINGTON,BLOOMINGTON,5/14/21,10:46 PM,1,0,1,0,0,1620,W 3RD,ST,,,,W 3RD,,,,,Y,,,,39.16454492,-86.55365233,OTHER,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,W3RDST,1,NONE
BLOOMINGTON PD,B2121000,MONROE,BLOOMINGTON,BLOOMINGTON,6/22/21,3:55 PM,1,0,1,0,0,,WEST 7TH,ST,,,,WEST 7TH,NORTH MADISON,,,,Y,,50,E,39.168688,-86.537296,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,NORTHMADISONSTWEST7THST,1,YIELD SIGN
BLOOMINGTON PD,B2118985,MONROE,BLOOMINGTON,BLOOMINGTON,6/8/21,4:03 PM,1,0,1,0,0,,E 3RD,ST,,,,E 3RD,S CLARIZZ,,,,Y,,,,39.16424,-86.4908,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT TURN,E3RDSTSCLARIZZBLVD,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B2131712,MONROE,BLOOMINGTON,BLOOMINGTON,9/7/21,8:40 PM,1,0,1,0,0,,17TH,ST,,,,17TH,WALNUT,,,,Y,,,,39.178944,-86.533392,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,17THSTWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B22-01161,MONROE,BLOOMINGTON,BLOOMINGTON,1/11/22,4:40 PM,1,,1,0,0,,S WILLIAMSBURG DR,,,,,S WILLIAMSBURG DR,E 3RD ST,,,,Y,,0,,39.16438732,-86.49653381,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SWILLIAMSBURGDRE3RDST,1,
BLOOMINGTON PD,B22-29457,MONROE,BLOOMINGTON,BLOOMINGTON,8/1/22,6:02 AM,1,,1,0,0,,STATE RD 46,,,,,STATE RD 46,W CASCADE AVE,,,,Y,,1056,,39.18678684,-86.54224546,STATE ROAD,,,,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OPPOSITE DIRECTION SIDESWIPE,WCASCADEAVESTATERD46,1,
BLOOMINGTON PD,B22-35542,MONROE,PERRY,BLOOMINGTON,9/5/22,4:00 PM,1,,0,0,0,,E SMITH AVE,,,,,E SMITH AVE,S WALNUT ST,,,,Y,,0,,39.16286503,-86.53351254,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,FOUR-WAY INTERSECTION,,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,RIGHT ANGLE,SWALNUTSTESMITHAVE,1,
BLOOMINGTON PD,B22-30984,MONROE,PERRY,BLOOMINGTON,8/10/22,5:45 PM,1,,1,0,0,,S WALNUT STREET,,,,,S WALNUT STREET,PRIVATE DRIVE TO CVS SOUTH,,,,Y,,739,,39.13475686,-86.53152906,PRIVATE DRIVE,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,SWALNUTSTREETPRIVATEDRIVETOCVSSOUTH,1,
MONROE SD,M22A24572,MONROE,VAN BUREN,BLOOMINGTON,10/6/22,8:36 PM,1,,1,0,0,,W STATE RD 45,,,,,W STATE RD 45,INDUSTRIAL BLVD,,,,Y,,0,,39.14248843,-86.57951347,,,,,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,,CONCRETE,UNSAFE BACKING,UNDER $1001,BACKING CRASH,WSTATERD45INDUSTRIALBLVD,1,
