Agency,Local Code,County,Township,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control
BLOOMINGTON PD,B1811344,MONROE,BLOOMINGTON,BLOOMINGTON,3/22/18,10:34 AM,2,0,0,0,0,,HENDERSON,ST,,,,HENDERSON,SMITH,,,,Y,OTHER,100,N,39.173549,-86.52727,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,HENDERSONSTSMITHAVE,0,NONE
BLOOMINGTON PD,B1742284,MONROE,PERRY,BLOOMINGTON,10/14/17,3:30 PM,1,0,1,0,0,,WALNUT,ST,,,,WALNUT,BURKS,,,,Y,,,,39.12667,-86.53137,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,BURKSDRWALNUTST,1,NONE
BLOOMINGTON PD,B1835392,MONROE,BLOOMINGTON,BLOOMINGTON,8/30/18,7:44 PM,1,0,1,0,0,,ATWATER,AVE,,,,E ATWATER,CLIFTON,,,,Y,,,,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,INTERCHANGE,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$2501 TO $5000,RIGHT ANGLE,CLIFTONSTEATWATERAVE,1,STOP SIGN
MONROE SD,M18A26829,MONROE,BENTON,BLOOMINGTON,9/6/18,5:23 PM,1,0,1,0,0,,ROBINSON,RD,,,,E ROBINSON,OLD STATE 37,,,,N,,1000,E,39.24028,-86.49935649,COUNTY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,IMPROPER PASSING,$1001 TO $2500,SAME DIRECTION SIDESWIPE,EROBINSONRDNOLDSTATE37RD,1,NO PASSING ZONE
BLOOMINGTON PD,B1829175,MONROE,BLOOMINGTON,BLOOMINGTON,7/21/18,11:14 AM,1,0,1,0,0,,MORTON,ST,,,,MORTON,6TH,,,,Y,,100,N,39.16793866,-86.536,,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$10001 TO $25000,OTHER - EXPLAIN IN NARRATIVE,6THSTMORTONST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,182931,MONROE,BLOOMINGTON,BLOOMINGTON,11/30/18,2:30 PM,1,0,0,0,0,2931,10TH,ST,,,,10TH,,,,,Y,OTHER,,,39.17156165,-86.49746718,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,10THST,0,NONE
MONROE SD,M19A30247,MONROE,PERRY,BLOOMINGTON,9/12/19,4:00 PM,1,0,1,0,0,,COUNTRY CLUB,DR,,,,COUNTRY CLUB,WALNUT,,,,N,,200,W,0,0,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,COUNTRYCLUBDRSWALNUTST,1,NONE
BLOOMINGTON PD,B1939407,MONROE,BLOOMINGTON,BLOOMINGTON,9/17/19,3:25 PM,1,0,1,0,0,,2ND,ST,,,,W 2ND,PATTERSON,,,,Y,,,,0,0,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,SPATTERSONDRW2NDST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,191938,MONROE,BLOOMINGTON,BLOOMINGTON,9/12/19,5:36 PM,1,0,0,0,0,,WOODLAWN,AVE,,,,WOODLAWN,THIRD,,,,Y,,,,,,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,THIRDSTWOODLAWNAVE,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,201048,MONROE,BLOOMINGTON,BLOOMINGTON,6/11/20,12:00 PM,1,0,1,0,0,,COTTAGE GROVE,ST,,,,COTTAGE GROVE,WOODLAWN,,,,Y,,,,39.17253,-86.52352,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,SAME DIRECTION SIDESWIPE,COTTAGEGROVESTWOODLAWNAVE,1,NONE
BLOOMINGTON PD,B2029869,MONROE,BLOOMINGTON,BLOOMINGTON,8/20/20,1:53 PM,1,0,1,0,0,,S WASHINGTON,ST,,,,S WASHINGTON,E 2ND,,,,Y,,300,N,39.1930787,-86.532394,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,WRONG WAY ON ONE WAY,UNDER $1001,RIGHT TURN,E2NDSTSWASHINGTONST,1,NONE
BLOOMINGTON PD,B2039889,MONROE,PERRY,BLOOMINGTON,11/3/20,7:58 PM,1,0,1,0,0,,E WINSLOW,RD,,,,E WINSLOW,305 E WINSLOW,,,,Y,,,,39.136144,-86.508096,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,305EWINSLOWRDEWINSLOWRD,1,NONE
BLOOMINGTON PD,B2005860,MONROE,BLOOMINGTON,BLOOMINGTON,2/9/20,8:03 AM,1,0,1,0,0,,DUNN,ST,,,,DUNN,17TH,,,,Y,,,,39.17904,-86.5284,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT TURN,17THSTDUNNST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B2025803,MONROE,BLOOMINGTON,BLOOMINGTON,7/17/20,6:19 PM,1,0,0,0,0,,DUNN,ST,,,,DUNN,EAST 17TH,,,,Y,,,,39.17901,-86.52833,,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,,DUNNSTEAST17THST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,211352,MONROE,BLOOMINGTON,BLOOMINGTON,5/24/21,3:55 PM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN,E 7TH,,,,Y,,,,39.168853,-86.516143,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT TURN,E7THSTJORDANAVE,1,STOP SIGN
BLOOMINGTON PD,B2131996,MONROE,BLOOMINGTON,BLOOMINGTON,9/9/21,6:15 PM,1,0,1,0,0,,N INDIANA,AVE,,,,N INDIANA,E 13TH,,,,Y,,,,39.175504,-86.527104,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,SAME DIRECTION SIDESWIPE,E13THSTNINDIANAAVE,1,STOP SIGN
BLOOMINGTON PD,B2133872,MONROE,BLOOMINGTON,BLOOMINGTON,9/22/21,6:29 PM,1,0,1,0,0,,NORTH WOODLAWN,AVE,,,,NORTH WOODLAWN,EAST 11TH,,,,Y,,,,39.17344,-86.523616,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,COLLISION WITH OBJECT IN ROAD,EAST11THSTNORTHWOODLAWNAVE,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,223127,MONROE,BLOOMINGTON,BLOOMINGTON,9/7/22,11:30 AM,1,,1,0,0,,E 9TH ST,,,,,E 9TH ST,N WOODLAWN AVE,,,,Y,,0,,39.17042211,-86.5235079,LOCAL/CITY ROAD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,NWOODLAWNAVEE9THST,1,
ELLETTSVILLE PD,E1400285,MONROE,RICHLAND,ELLETTSVILLE,10/11/14,8:37 PM,1,0,1,0,0,5621,,,SR46W,,,SR46W,,,,,Y,PRIVATE,,,39.2512,-86.652504,STATE ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,HEADLIGHT DEFECTIVE OR NOT ON,UNDER $1001,RIGHT ANGLE,SR46W,1,NONE
BLOOMINGTON PD,92813166,MONROE,PERRY,BLOOMINGTON,9/28/13,2:55 PM,1,0,1,0,0,,GRIMES,LN,,,,GRIMES LN,HENDERSON,,,,Y,OTHER,,,39.153392,-86.527008,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,GRIMESLNHENDERSONST,1,STOP SIGN
BLOOMINGTON PD,42114233,MONROE,PERRY,BLOOMINGTON,4/21/14,5:54 PM,1,0,1,0,0,,FIRST,ST,,,,FIRST ST,MORTON,,,,Y,OTHER,,,39.159472,-86.536272,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,FIRSTSTMORTONST,1,YIELD SIGN
INDIANA UNIV BLOOMINGTON PD,140860,MONROE,PERRY,BLOOMINGTON,3/25/14,5:31 PM,1,0,0,0,0,,HAWTHORNE,LN,,,,HAWTHORNE LN,ATWATER,,,,Y,OTHER,222,N,39.16370074,-86.52020885,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,ATWATERAVEHAWTHORNELN,1,LANE CONTROL
BLOOMINGTON PD,50714201,MONROE,BLOOMINGTON,BLOOMINGTON,5/7/14,5:17 PM,1,0,1,0,0,,SOUTH WALNUT,ST,,,,SOUTH WALNUT ST,2ND,,,,Y,OTHER,,,39.16140027,-86.53362974,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,2NDSTSOUTHWALNUTST,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,150022,MONROE,PERRY,BLOOMINGTON,1/8/15,6:09 PM,1,0,1,0,0,,HIGH,,,,,HIGH,ATWATER,,,,Y,,,,39.16311481,-86.50846175,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,REAR END,ATWATERAVEHIGHST,1,NONE
INDIANA UNIV BLOOMINGTON PD,143262,MONROE,BLOOMINGTON,BLOOMINGTON,11/14/14,4:48 PM,1,0,1,0,0,,EAST 17TH,,,,,EAST 17TH,INDIANA,,,,Y,PRIVATE,,,39.17903251,-86.52706252,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,UNDER $1001,LEFT TURN,EAST17THSTINDIANAAVE,1,NONE
BLOOMINGTON PD,B1519434,MONROE,BLOOMINGTON,BLOOMINGTON,5/12/15,7:36 PM,1,0,4,0,0,,S WALNUT,ST,,,,S WALNUT,4TH,,,,Y,OTHER,,,39.165648,-86.5336,LOCAL/CITY ROAD,Y,Y,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,$10001 TO $25000,RIGHT ANGLE,4THSTSWALNUTST,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1544580,MONROE,BLOOMINGTON,BLOOMINGTON,10/18/15,6:12 PM,1,0,1,0,0,,KIRKWOOD,AVE,,,,KIRKWOOD,WASHINGTON,,,,Y,,,,39.16664,-86.5324,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,KIRKWOODAVEWASHINGTONST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,152332,MONROE,BLOOMINGTON,BLOOMINGTON,9/16/15,9:55 AM,1,0,1,0,0,,3RD,ST,,,,3RD,BALLANTINE,,,,Y,,,,39.16427024,-86.51912972,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,3RDSTBALLANTINERD,1,NONE
BLOOMINGTON PD,B1549219,MONROE,BLOOMINGTON,BLOOMINGTON,11/17/15,5:56 PM,1,0,1,0,0,,WALNUT,ST,,,,WALNUT,FRITZ,,,,Y,,,,39.191248,-86.532896,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,FRITZDRWALNUTST,1,NONE
BLOOMINGTON PD,B1547095,MONROE,RICHLAND,BLOOMINGTON,11/3/15,5:51 PM,1,0,1,0,0,,,,SR48W,,,SR48W,HICKORY,,,,Y,,,,39.164832,-86.585856,STATE ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,HICKORYDRSR48W,1,NONE
BLOOMINGTON PD,B1607822,MONROE,BLOOMINGTON,BLOOMINGTON,2/29/16,10:56 PM,1,0,1,0,0,,COTTAGE,GRV,,,,COTTAGE,FESS,,,,Y,,,,39.17264,-86.525776,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,HEADLIGHT DEFECTIVE OR NOT ON,$1001 TO $2500,RIGHT ANGLE,COTTAGEGRVFESSAVE,1,STOP SIGN
BLOOMINGTON PD,B1610398,MONROE,BLOOMINGTON,BLOOMINGTON,3/19/16,11:39 AM,1,0,1,0,0,,3RD,ST,,,,3RD,LANDMARK,,,,Y,,,,39.16442983,-86.55630983,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,IMPROPER LANE USAGE,$1001 TO $2500,RIGHT ANGLE,3RDSTLANDMARKAVE,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1604547,MONROE,BLOOMINGTON,BLOOMINGTON,2/3/16,10:55 PM,1,0,1,0,0,,17TH,ST,,,,17TH,WILLIS,,,,Y,,,,39.179104,-86.544016,LOCAL/CITY ROAD,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,REAR END,17THSTWILLISDR,1,NONE
INDIANA UNIV BLOOMINGTON PD,162234,MONROE,BLOOMINGTON,BLOOMINGTON,9/22/16,11:47 AM,2,0,2,0,0,,EAST TENTH,ST,,,,EAST TENTH,NORTH SUNRISE,,,,Y,,,,39.17157993,-86.51247985,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,$5001 TO $10000,RIGHT ANGLE,EASTTENTHSTNORTHSUNRISEDR,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,162477,MONROE,BLOOMINGTON,BLOOMINGTON,10/12/16,7:50 PM,1,0,0,0,0,,WOODLAWN,AVE,,,,WOODLAWN,8TH,,,,Y,OTHER,,,39.169552,-86.52344,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,8THSTWOODLAWNAVE,1,STOP SIGN
MONROE SD,M17A18799,MONROE,VAN BUREN,BLOOMINGTON,8/8/17,10:48 PM,1,0,1,0,0,,,,SR45W,,,SR45W,AIRPORT,,,,N,OTHER,,,39.136848,-86.593792,STATE ROAD,Y,N,Y,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLOUDY,DRY,NONE,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$5001 TO $10000,SAME DIRECTION SIDESWIPE,AIRPORTRDSR45W,1,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,170942,MONROE,BLOOMINGTON,BLOOMINGTON,4/13/17,1:07 PM,1,0,1,0,0,,10TH,ST,,,,10TH,UNION,,,,Y,,300,E,39.1714572,-86.50831763,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,RIGHT ANGLE,10THSTUNIONST,1,NONE
INDIANA UNIV BLOOMINGTON PD,172925,MONROE,BLOOMINGTON,BLOOMINGTON,11/29/17,3:40 PM,1,0,1,0,0,,E 7TH,ST,,,,E 7TH,N JORDAN,,,,Y,,,,39.168944,-86.516016,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,IMPROPER PASSING,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E7THSTNJORDANAVE,1,NONE
BLOOMINGTON PD,B1812355,MONROE,BLOOMINGTON,BLOOMINGTON,3/29/18,1:22 PM,1,0,1,0,0,,E 10TH,ST,,,,E 10TH,N GRANT,,,,Y,,,,39.171696,-86.529696,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,E10THSTNGRANTST,1,STOP SIGN
BLOOMINGTON PD,B1743998,MONROE,BLOOMINGTON,BLOOMINGTON,10/26/17,8:45 AM,1,0,1,0,0,,MADISON,ST,,,,MADISON,14TH,,,,Y,,,,39.176048,-86.537696,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,CURVE/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT TURN,14THSTMADISONST,1,STOP SIGN
BLOOMINGTON PD,B1748882,MONROE,PERRY,BLOOMINGTON,11/30/17,11:11 AM,1,0,1,0,0,,2ND,ST,,,,2ND,MORTON,,,,Y,,,,39.161472,-86.53624,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,2NDSTMORTONST,1,STOP SIGN
BLOOMINGTON PD,B1807702,MONROE,BLOOMINGTON,BLOOMINGTON,2/25/18,2:56 PM,1,0,0,0,0,,N WALNUT,ST,,,,N WALNUT,E 19TH,,,,Y,,,,39.181552,-86.5336,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,E19THSTNWALNUTST,1,OTHER
BLOOMINGTON PD,B1748236,MONROE,BLOOMINGTON,BLOOMINGTON,11/25/17,3:20 PM,1,0,1,0,0,,,,SR46W,,,SR46W,N WALNUT,,,,Y,,,,39.186368,-86.5344,STATE ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,UNDER $1001,RIGHT ANGLE,NWALNUTSTSR46W,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B1840370,MONROE,BLOOMINGTON,BLOOMINGTON,10/1/18,12:20 PM,1,0,1,0,0,1202,S WALNUT,ST,,,,S WALNUT,,,,,Y,,,,39.17785115,-86.53340784,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,SWALNUTST,1,NONE
BLOOMINGTON PD,B1834898,MONROE,BLOOMINGTON,BLOOMINGTON,8/27/18,4:09 PM,1,0,1,0,0,,W 17TH,ST,,,,W 17TH,N JACKSON,,,,Y,,,,39.179024,-86.539616,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,NJACKSONSTW17THST,1,STOP SIGN
INDIANA UNIV BLOOMINGTON PD,182699,MONROE,BLOOMINGTON,BLOOMINGTON,11/4/18,9:10 PM,1,0,1,0,0,,JORDAN,AVE,,,,JORDAN,TENTH,,,,Y,,547,S,39.11353278,-86.51568,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,JORDANAVETENTHST,1,NONE
MONROE SD,M19A15710,MONROE,BLOOMINGTON,BLOOMINGTON,5/13/19,10:23 PM,1,0,0,1,0,,,,SR45E,,,SR45E,NORTH RUSSELL,,,,N,,500,S,39.19897945,-86.46794293,STATE ROAD,,N,Y,RURAL,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,NORTHRUSSELLRDSR45E,1,NONE
INDIANA UNIV BLOOMINGTON PD,191032,MONROE,BLOOMINGTON,BLOOMINGTON,4/25/19,10:33 PM,1,0,1,0,0,,INDIANA,AVE,,,,INDIANA,SIXTH,,,,Y,,,,39.16752,-86.52695,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,INDIANAAVESIXTHST,1,NONE
BLOOMINGTON PD,B1935858,MONROE,PERRY,BLOOMINGTON,8/27/19,8:35 AM,1,0,1,0,0,,HILLSIDE,DR,,,,HILLSIDE,OLIVE,,,,Y,,,,39.150656,-86.5188,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,HILLSIDEDROLIVEST,1,STOP SIGN
BLOOMINGTON PD,B1937424,MONROE,BLOOMINGTON,BLOOMINGTON,9/5/19,12:52 PM,1,0,0,0,0,,3RD,ST,,,,3RD,CORY,,,,Y,,,,39.164544,-86.560096,LOCAL/CITY ROAD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,3RDSTCORYLN,1,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,B2034343,MONROE,PERRY,BLOOMINGTON,9/22/20,2:23 PM,1,0,1,0,0,1919,S WALNUT,ST,,,,S WALNUT,,,,,Y,,,,39.145848,-86.532216,LOCAL/CITY ROAD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,SWALNUTST,1,NONE
