Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
ISP BLOOMINGTON 33,BLOOMINGTON,10/14/2020,1:20 PM,1,,1,0,0,7296,,,W OLD SR 37,,,950,N,39.2602306,-86.5014012,COUNTY ROAD,,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,RAN OFF ROAD,NOldStateRoad37ESampleRd,
BLOOMINGTON PD,BLOOMINGTON,10/14/2020,2:18 PM,2,0,0,0,0,935,,,S COPPER BEECH WAY,,,,,39.1556887,-86.5699753,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SCOPPERBEECHRD,NONE
ELLETTSVILLE PD,ELLETTSVILLE,10/14/2020,3:14 PM,2,0,0,0,0,,,,N UNION VALLEY RD,W RICHLAND PLAZA DR,,100,N,39.21584,-86.5928,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NORTHUNIONVALLEYRDWESTLYNWESTDR,LANE CONTROL
MONROE SD,BLOOMINGTON,10/14/2020,5:11 PM,1,0,0,0,0,,,,SR 446,,,1300,S,0,0,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,OVERCORRECTING/OVERSTEERING,RAN OFF ROAD,RICHARDSONRDSR446S,NONE
BLOOMINGTON PD,BLOOMINGTON,10/14/2020,7:13 PM,1,0,0,0,0,421,,,E 3RD ST,S KIRBY ALLEY,,,,39.16464,-86.52897556,UNKNOWN,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/HILLCREST,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,E3RDST,NONE
BLOOMINGTON PD,BLOOMINGTON,10/14/2020,10:00 PM,2,0,0,0,0,,,,S WALNUT ST,E 1ST ST,,,,39.159344,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,RIGHT ANGLE,E1STSTSWALNUTST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,10/15/2020,1:48 AM,2,0,0,1,0,4210,,,S ORCHARD LN,,,,,39.1190785,-86.5327343,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,RAN OFF ROAD,SOUTHORCHARDLN,NONE
MONROE SD,BLOOMINGTON,10/15/2020,10:34 AM,1,0,0,0,0,381,,,W SAMPLE RD,N CANYON CT,,,,39.2658313,-86.527042,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,WSAMPLERD,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/15/2020,11:08 AM,2,0,0,0,0,,,,SR 45/46,E 10TH ST,,,,0,0,STATE ROAD,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR45SR46,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/15/2020,11:25 AM,2,0,1,0,0,,,,S COLLEGE MALL RD,ENTRANCE TO EASTLAND PLAZA,,100,S,39.15199711,-86.498806,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ENTRANCETO418SCOLLEGEMALLRDSCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/15/2020,11:45 AM,1,0,1,0,0,,,,W COUNTRY CLUB DR,S BANTA AVE,,100,W,39.136304,-86.544592,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,RAN OFF ROAD,SBANTAAVEWCOUNTRYCLUBDR,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/15/2020,12:25 PM,3,0,3,0,0,,,,E 10TH ST,SR 45/46,,50,S,,,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR4546BYPSR46S,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/15/2020,1:19 PM,3,1,0,0,0,,,,SR 45/46,E 10TH ST,,,,39.171648,-86.502096,STATE ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR TO REAR,10THSTSR46E,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,10/15/2020,2:36 PM,1,0,0,0,0,,,,S FAIRFAX RD,E MARIE LN,,,,0,0,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EMARIELNSFAIRFAXRD,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/15/2020,3:00 PM,2,0,0,0,0,,,,N WALNUT GROVE ST,E 17TH ST,,,,39.179039,-86.521096,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTWALNUTGROVEST,NONE
BLOOMINGTON PD,BLOOMINGTON,10/15/2020,3:45 PM,2,0,0,0,0,,,,SR 45/46,N WALNUT ST,,400,E,39.186368,-86.5344,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NWALNUTSTSR4546W,NONE
MONROE SD,BLOOMINGTON,10/15/2020,4:21 PM,2,0,0,0,0,,,,SR 48,S GARRISON CHAPEL RD,,2640,E,39.16381764,-86.64042927,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,SGARRISONCHAPELRDSR48W,NONE
MONROE SD,BLOOMINGTON,10/15/2020,4:50 PM,2,0,0,0,0,,,,SR 45,E MARTIN DR,,100,W,39.20459324,-86.46353123,STATE ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,T-INTERSECTION,CURVE/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RIGHT ANGLE,EMARTINDRSR45E,NONE
MONROE SD,BLOOMINGTON,10/15/2020,5:55 PM,2,0,2,0,0,,,,W OLD SR 37,,,1000,N,39.222544,-86.5172,UNKNOWN,N,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,HEAD ON BETWEEN TWO MOTOR VEHICLES,EWHISNANDRDOLDSTATEROAD37RD,NONE
ISP BLOOMINGTON 33,BLOOMINGTON,10/15/2020,5:56 PM,1,,0,0,0,,106,C,I-69 S,N SR 37 BUSINESS,,898,W,39.23584242,-86.5411696,INTERSTATE,,RURAL,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,SR37NWalnutSt,
MONROE SD,BLOOMINGTON,10/15/2020,11:45 PM,2,0,0,0,0,,,,S PATTERSON DR,W 2ND ST,,,,39.160737,-86.548536,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,SPATTERSONDRW2NDST,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,10/16/2020,7:36 AM,1,0,1,0,0,3905,,,W ROLL AVE,,,200,E,39.14744,-86.582592,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,OTHER - EXPLAIN IN NARRATIVE,NCURRYPIKEWROLLAVE,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/16/2020,10:45 AM,1,0,0,0,0,,,,E 3RD ST,S BALLANTINE RD,,,,39.15687505,-86.51908036,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,OTHER - EXPLAIN IN NARRATIVE,BALLANTINERDTHIRDST,STOP SIGN
BLOOMINGTON PD,BLOOMINGTON,10/16/2020,10:58 AM,2,0,0,0,0,,,,SR 48,S GATES DR,,,,39.16466,-86.576125,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,CONCRETE,IMPROPER LANE USAGE,LEFT TURN,SOUTHGATESDRWEST3RDST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/16/2020,11:00 AM,2,0,0,0,0,,,,E 4TH ST,S GRANT ST,,100,E,39.165648,-86.529712,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,SAME DIRECTION SIDESWIPE,E4THSTGRANTST,NONE
MONROE SD,BLOOMINGTON,10/16/2020,12:29 PM,1,0,0,0,0,,,,SR 48,S STONECHASE CROSSING RD,,300,W,39.1647547,-86.59524752,STATE ROAD,N,URBAN,N,Y,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SSTONECHASECROSSINGRDSR48W,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/16/2020,12:35 PM,2,0,0,0,0,,,,S SWAIN AVE,E 3RD ST,,,,39.164261,-86.515275,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,SWAINAVETHIRDST,NONE
BLOOMINGTON PD,BLOOMINGTON,10/16/2020,1:55 PM,3,0,1,0,0,,,,SR 46,,,700,S,39.16585525,-86.49920381,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST7THSTSR46N,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,10/16/2020,2:01 PM,2,0,0,0,0,,,,N KINSER PIKE,W 17TH ST,,,,39.178992,-86.537792,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,NKINSERPIKEW17THST,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/16/2020,2:30 PM,2,0,0,0,0,,,,E 3RD ST,S SWAIN AVE,,,,39.164261,-86.515275,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER TURNING,LEFT TURN,SWAINAVETHIRDST,LANE CONTROL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/16/2020,3:10 PM,2,0,0,0,0,,,,SR 45,N PETE ELLIS DR,,,,0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,PETEELLISDRSR45,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,10/16/2020,4:13 PM,2,0,0,0,0,,,,E RHORER RD,S KENNEDY DR,,100,W,39.121488,-86.528304,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,ERHORERRDSKENNEDYDR,NONE
BLOOMINGTON PD,BLOOMINGTON,10/16/2020,4:50 PM,2,0,0,0,0,,,,SR 48,S LIBERTY DR,,,,39.164606,-86.579131,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SLIBERTYDRW3RDST,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/16/2020,8:45 PM,2,0,0,0,0,,,,S COLLEGE MALL RD,E MOORES PIKE,,,,39.150485,-86.498192,LOCAL/CITY ROAD,N,URBAN,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EASTMOORESPIKESOUTHCOLLEGEMALLRD,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/16/2020,10:21 PM,2,0,1,0,0,,,,W COUNTRY CLUB DR,S MADISON ST,,75,E,39.136048,-86.536992,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,BACKING CRASH,SMADISONSTWCOUNTRYCLUBDR,NONE
MONROE SD,BLOOMINGTON,10/17/2020,8:01 AM,1,0,0,0,0,,,,N WAYPORT RD,N CONNAUGHT RD,,,,39.24332942,-86.53426868,LOCAL/CITY ROAD,Y,RURAL,N,N,N,,UNKNOWN,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,CONAUGHTRDWAYPORTRD,OTHER
ISP BLOOMINGTON 33,ELLETTSVILLE,10/17/2020,9:50 AM,2,,0,0,0,,,,SR 46,W CHARLESTOWNE WAY,,422,E,39.22062469,-86.60462949,STATE ROAD,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,UNSAFE SPEED,REAR END,StateRd46NLakeviewDr,
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/17/2020,12:55 PM,3,0,1,0,0,,,,SR 45/46,E DISCOVERY PKWY,,100,W,39.1751504,-86.50425904,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EASTDISCOVERYPKWYSR46E,TRAFFIC CONTROL SIGNAL
BLOOMINGTON PD,BLOOMINGTON,10/17/2020,1:55 PM,2,0,0,0,0,,,,KINGSTON DR S,ENTRANCE TO TARGET,,200,S,39.16424,-86.492944,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,E3RDSTSKINGSTONDR,STOP SIGN
MONROE SD,BLOOMINGTON,10/17/2020,2:12 PM,2,1,0,0,0,,,,W BOLIN LN,,,1200,E,39.103202,-86.57521289,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,SROCKPORTRDWBOLINLN,NONE
BLOOMINGTON PD,BLOOMINGTON,10/17/2020,3:07 PM,2,0,0,0,0,,,,N WALNUT ST,W 7TH ST,,,,39.16864,-86.533568,LOCAL/CITY ROAD,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,IMPROPER PASSING,BACKING CRASH,NWALNUTSTW7THST,LANE CONTROL
ELLETTSVILLE PD,ELLETTSVILLE,10/17/2020,6:07 PM,2,0,0,0,0,,,,SR 46,N HARTSTRAIT RD,,,,39.227624,-86.615919,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,DISREGARD SIGNAL/REG SIGN,REAR END,HARTSTRAITRDSR46W,NONE
MONROE SD,BLOOMINGTON,10/17/2020,8:19 PM,1,0,0,0,1,,,,I-69 S,,,1500,S,0,0,INTERSTATE,N,URBAN,N,Y,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69S123,NONE
MONROE SD,ELLETTSVILLE,10/18/2020,1:28 AM,1,0,0,0,1,,,,N LAKEVIEW DR,,,500,S,0,0,COUNTY ROAD,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,EFORESTVIEWDRNLAKEVIEWDR,NONE
MONROE SD,BLOOMINGTON,10/18/2020,2:51 AM,2,0,3,0,0,,,,I-69 S,N KINSER PIKE - BRIDGE,,,,0,0,INTERSTATE,N,RURAL,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER ASLEEP OR FATIGUED,REAR END,I69S122.5,LANE CONTROL
BLOOMINGTON PD,BLOOMINGTON,10/18/2020,5:00 AM,2,0,0,0,0,,,,N WALNUT ST,E 3RD ST,,,,39.16464,-86.5336,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,INTERCHANGE,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST3RDSTNORTHWALNUTST,TRAFFIC CONTROL SIGNAL
ISP BLOOMINGTON 33,HARRODSBURG,10/19/2020,6:45 AM,2,,0,0,0,,,,SR 37,W INGRAM RD,,0,S,38.99182582,-86.53721087,STATE ROAD,,RURAL,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,FOUR-WAY INTERSECTION,,ASPHALT,UNSAFE LANE MOVEMENT,REAR END,StateRd37atIngramRoad,
ISP BLOOMINGTON 33,ELLETTSVILLE,10/19/2020,7:50 AM,2,,0,0,0,,,,SR 46,N LOVE LN,,264,E,39.21978483,-86.60327536,STATE ROAD,,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,StateRd46NLoveLn,
BLOOMINGTON PD,BLOOMINGTON,10/19/2020,8:52 AM,3,0,1,0,0,,,,E HILLSIDE DR,N WOODLAWN AVE,,,,39.15072,-86.522496,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,HILLSIDEDRWOODLAWNAVE,STOP SIGN
STINESVILLE PD,STINESVILLE,10/19/2020,1:20 PM,2,0,0,0,0,8126,,,W MAIN ST,W MAIN ST,,,,0,0,LOCAL/CITY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,LEFT OF CENTER,OPPOSITE DIRECTION SIDESWIPE,EASTSTMAINST,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/19/2020,2:58 PM,2,0,0,0,0,,,,SR 45/46,E 17TH ST,,,,39.1798375,-86.5071788,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,EAST17THSTSR46,TRAFFIC CONTROL SIGNAL
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/19/2020,3:01 PM,2,0,1,0,0,,,,SR 45/46,E 17TH ST,,200,E,39.17157015,-86.50215285,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,EAST17THSTBYPSR4546E,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/19/2020,3:05 PM,1,0,0,0,0,750,,,E KIRKWOOD AVE,,,,,39.167104,-86.5246733,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,IMPROPER TURNING,RAN OFF ROAD,EKIRKWOODAVE,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/19/2020,3:22 PM,2,0,0,0,0,,,,SR 45/46,,,1000,N,39.18170342,-86.50968049,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,SAME DIRECTION SIDESWIPE,17THSTSR46E,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/19/2020,3:38 PM,2,0,0,0,0,,,,SR 45/46,N FEE LN,,,,39.16839031,-86.50061416,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,NFISHERCTSR46,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/19/2020,4:00 PM,3,0,0,0,0,,,,SR 45/46,E DISCOVERY PKWY,,,,0,0,STATE ROAD,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,DISCOVERYPKWYSR4546E,TRAFFIC CONTROL SIGNAL
MONROE SD,BLOOMINGTON,10/19/2020,4:06 PM,2,0,0,0,0,,,,W VERNAL PIKE,W WOODYARD RD,,,,39.179344,-86.564,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,REAR END,VERNALPIKEWOODYARDRD,STOP SIGN
MONROE SD,BLOOMINGTON,10/19/2020,4:29 PM,1,0,1,0,0,,,,I-69 S,,,100,S,0,0,STATE ROAD,N,RURAL,N,Y,N,,DAYLIGHT,RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SR69S107.0,NONE
MONROE SD,BLOOMINGTON,10/19/2020,5:40 PM,1,0,0,0,0,,,,N UNION VALLEY RD,W MCNEELY ST,,,,39.237494,-86.592763,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NUNIONVALLEYRDWMCNEELYST,NONE
MONROE SD,ELLETTSVILLE,10/19/2020,5:43 PM,2,0,1,0,0,,,,N UNION VALLEY RD,W MCNEELY ST,,,,,,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,RAIN,WET,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,LEFT OF CENTER,HEAD ON BETWEEN TWO MOTOR VEHICLES,UNIONVALLEYRDWMCNEELYST,NONE
INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,10/19/2020,7:21 PM,2,0,0,0,0,812,,,N JORDAN AVE,,,440,N,39.219941,-86.515448,LOCAL/CITY ROAD,N,URBAN,N,N,N,,DARK (LIGHTED),RAIN,WET,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,UNSAFE BACKING,BACKING CRASH,ELAWLNJORDANAVE,NONE
ELLETTSVILLE PD,ELLETTSVILLE,10/20/2020,7:15 AM,2,0,0,0,0,,,,SR 46,S EDGEWOOD DR,,,,39.236288,-86.628336,LOCAL/CITY ROAD,N,URBAN,Y,N,N,,DARK (LIGHTED),CLEAR,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SOUTHEDGEWOODDRWESTTEMPERANCEST,LANE CONTROL
MONROE SD,BLOOMINGTON,10/20/2020,7:44 AM,1,0,0,0,0,,,,SR 446,,,1200,S,39.03094587,-86.40755233,STATE ROAD,N,RURAL,N,N,N,,DAWN/DUSK,CLOUDY,WET,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,ALLENSCREEKRDSR446S,NONE
MONROE SD,BLOOMINGTON,10/20/2020,7:55 AM,2,0,0,0,0,,,,S WALNUT ST,E DILLMAN RD,,,,39.092972,-86.544156,COUNTY ROAD,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SOLDSTATE37RDWDILLMANRD,STOP SIGN
