_id,Agency,City,Collision Date,Collision Time,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Interchange,Feet From,Direction,Latitude,Longitude,Roadway Class,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Manner of Collision,Unique Location Id,Traffic Control
62,BLOOMINGTON PD,BLOOMINGTON,2021-12-20T00:00:00,3:03 PM,1,0,1,0,0,"","","",S DUNN ST,E KIRKWOOD AVE,"",,"",39.16664,-86.528192,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,EKIRKWOODAVESDUNNST,STOP SIGN
63,BLOOMINGTON PD,BLOOMINGTON,2021-12-20T00:00:00,3:36 PM,2,,0,0,0,"","","",SR 46,SR 446,"",0,"",39.16436237,-86.47203631,STATE ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,DISREGARD SIGNAL/REG SIGN,REAR END,STATERD446E3RDST,""
64,MONROE SD,BLOOMINGTON,2021-12-20T00:00:00,4:17 PM,2,0,0,0,0,3585,"","",SR 45,ENTRANCE TO WALMART (NE),"",,"",39.141477,-86.58021,UNKNOWN,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",RAMP,CURVE/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WSTATE45RD,STOP SIGN
65,BLOOMINGTON PD,BLOOMINGTON,2021-12-20T00:00:00,5:00 PM,1,,0,0,0,"","","",N KINSER PIKE,W SKYLINE DR,"",158,"",39.19081678,-86.53772424,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO MAINTAIN LANE,RAN OFF ROAD,WSKYLINEDRNKINSERPIKE,""
66,BLOOMINGTON PD,BLOOMINGTON,2021-12-20T00:00:00,7:15 PM,2,0,1,0,0,"","","",SR 45/46,W STONELAKE DR,"",,"",39.186823,-86.54668,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,CELL PHONE USAGE,REAR END,NMONROESTWSTATERD4546BYPASSRD,NONE
67,BLOOMINGTON PD,BLOOMINGTON,2021-12-19T00:00:00,2:40 AM,1,,0,0,0,"","","",SR 46,"","",950,S,39.16620267,-86.4992593,STATE ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,ICE,"",NO JUNCTION INVOLVED,"",ASPHALT,OTHER (ENVIRONMENTAL) - EXPLAIN IN NARR,RAN OFF ROAD,STATERD46E7THST,""
68,BLOOMINGTON PD,BLOOMINGTON,2021-12-19T00:00:00,5:15 AM,1,,0,0,1,"","","",I-69,"","",0,"",39.19829908,-86.5544445,INTERSTATE,"",RURAL,N,Y,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,69121.5,""
69,BLOOMINGTON PD,BLOOMINGTON,2021-12-19T00:00:00,2:53 PM,2,,0,0,0,"","","",SR 48,S LIBERTY DR,"",0,"",39.164606,-86.579131,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3RDSTSLIBERTYDR,""
70,MONROE SD,BLOOMINGTON,2021-12-19T00:00:00,10:58 PM,1,0,0,0,0,"","","",SR 45,W DINSMORE RD (SW),"",,"",39.1132231,-86.6347686,STATE ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,SDINSMORERDSR45W,LANE CONTROL
71,BLOOMINGTON PD,BLOOMINGTON,2021-12-18T00:00:00,4:10 AM,2,,0,0,0,"","","",S GATES DR,SR 48,"",0,"",39.16462664,-86.5762238,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,IMPROPER LANE USAGE,LEFT TURN,W3RDSTNGATESDR,""
72,BLOOMINGTON PD,BLOOMINGTON,2021-12-18T00:00:00,9:45 AM,2,0,0,0,0,"","","",W BLOOMFIELD RD,I-69,"",,"",39.14952351,-86.56916178,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FIVE POINT OR MORE,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SSTATE69RDWBLOOMFIELDRD,YIELD SIGN
73,BLOOMINGTON PD,BLOOMINGTON,2021-12-18T00:00:00,10:56 AM,2,0,0,0,0,"","","",S WALNUT ST,"","",750,S,39.142048,-86.531088,LOCAL/CITY ROAD,N,URBAN,Y,N,N,"",DAYLIGHT,RAIN,WET,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SWALNUTSTSOUTHDR,NONE
74,MONROE SD,BLOOMINGTON,2021-12-18T00:00:00,1:20 PM,1,0,0,0,0,"","","",E RHORER RD,S FOX CHASE RUN,"",300,E,39.12146,-86.49662494,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,RAN OFF ROAD,ERHORERRDSFOXCHASERUN,NO PASSING ZONE
75,MONROE SD,BLOOMINGTON,2021-12-18T00:00:00,2:22 PM,1,0,0,0,0,"","","",SR 45,E MARTIN DR,"",100,S,39.20459324,-86.46353123,STATE ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,EMARTINDRSR45E,NONE
76,BLOOMINGTON PD,BLOOMINGTON,2021-12-18T00:00:00,5:11 PM,2,,0,0,0,"","","",SR 48,S GATES DR,"",0,"",39.16462329,-86.57631576,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,IMPROPER LANE USAGE,SAME DIRECTION SIDESWIPE,W3RDSTNGATESDR,""
77,MONROE SD,ELLETTSVILLE,2021-12-18T00:00:00,5:36 PM,1,0,0,0,1,"","","",N LOUDEN RD,"","",1000,S,39.1106693,-86.639875,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,NLOUDENRDWRATLIFFRD,LANE CONTROL
78,BLOOMINGTON PD,BLOOMINGTON,2021-12-18T00:00:00,5:44 PM,2,0,0,0,0,"","","",E 7TH ST,N LINCOLN ST,"",,"",39.16864,-86.530992,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,7THSTLINCOLNST,STOP SIGN
79,BLOOMINGTON PD,BLOOMINGTON,2021-12-18T00:00:00,8:17 PM,2,,0,0,0,"","","",W COUNTRY CLUB DR,S BANTA AVE,"",0,"",39.13631674,-86.54548959,COUNTY ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLOUDY,DRY,"",T-INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WCOUNTRYCLUBDRSBANTAAVE,""
80,MONROE SD,BLOOMINGTON,2021-12-18T00:00:00,8:38 PM,2,0,2,0,0,"","","",S LEONARD SPRINGS RD,CEDAR CHASE DR,"",,"",0,0,COUNTY ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,CEADRCHASEDRLEONARDSPRINGSRD,STOP SIGN
81,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-12-18T00:00:00,9:10 PM,2,,0,0,0,"","","",E 10TH ST,ENTRANCE TO TULIPTREE APARTMENTS,"",0,"",39.17159902,-86.50485483,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",T-INTERSECTION,"",ASPHALT,IMPROPER TURNING,LEFT TURN,E10THSTE10THST,""
82,BLOOMINGTON PD,BLOOMINGTON,2021-12-18T00:00:00,11:00 PM,2,,0,0,0,1411,"","",N WOODBURN AVE,"","",1003,"",39.180752,-86.53595603,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE LANE MOVEMENT,REAR END,WRILEYDRNWOODBURNAVE,""
83,MONROE SD,BLOOMINGTON,2021-12-17T00:00:00,4:15 AM,1,0,0,0,1,"","","",SR 48,S PARK SQUARE DR,"",100,W,0,0,STATE ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,PROFILEPKWYSR48,TRAFFIC CONTROL SIGNAL
84,BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,4:52 AM,2,,0,0,0,"","","",W 3RD ST,S WESTPLEX AVE,"",0,"",39.16440119,-86.55414052,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3RDSTSWESTPLEXAVE,""
85,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,6:30 AM,1,,1,0,0,"","","",E 7TH ST,N FORREST AVE (W),"",0,"",39.16847157,-86.52234382,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,NFORRESTAVEE7THST,""
86,BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,8:25 AM,2,,1,0,0,"","","",S ALLENDALE DR,S EDDINGTON DR,"",0,"",39.130719,-86.526107,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,SALLENDALEDREDDINGTONDR,""
87,BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,10:10 AM,2,,1,0,0,"","","",SR 46,SR 446,"",0,"",39.16435682,-86.47203631,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",T-INTERSECTION,"",ASPHALT,STEERING FAILURE,HEAD ON BETWEEN TWO MOTOR VEHICLES,STATERD446E3RDST,""
88,BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,10:30 AM,2,0,0,0,0,3400,"","",N HEADLEY RD,"","",,"",0,0,LOCAL/CITY ROAD,Y,RURAL,N,N,Y,LANE CLOSURE,DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,3400NHEADLEYRD,NONE
89,BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,12:59 PM,2,,0,0,0,"","","",W KIRKWOOD AVE,N COLLEGE AVE,"",0,"",39.16661391,-86.53467252,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,IMPROPER PASSING,SAME DIRECTION SIDESWIPE,WKIRKWOODAVENCOLLEGEAVE,""
90,BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,2:00 PM,2,,0,0,0,"","","",S LIBERTY DR,SR 48,"",581,"",39.16364308,-86.57914384,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,W3RDSTSLIBERTYDR,""
91,BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,2:10 PM,2,0,0,0,0,"","","",E DRISCOLL ST,S WALNUT ST,"",50,E,39.152468,-86.53368232,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,BACKING CRASH,EDRISCOLLDRSWALNUTST,NONE
92,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,3:25 PM,3,0,1,0,0,"","","",SR 45/46,N MILO B SAMPSON LN,"",,"",39.18622,-86.522163,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,NMILOBSAMPSONLNSR46,TRAFFIC CONTROL SIGNAL
93,MONROE SD,BLOOMINGTON,2021-12-17T00:00:00,5:04 PM,1,0,0,0,0,"","","",E SOUTHSHORE DR,"","",4200,E,0,0,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAWN/DUSK,RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,RAN OFF ROAD,ESOUTHSHOREDRNRICHARDSONRD,NONE
94,BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,5:25 PM,2,,1,0,0,"","","",S LIBERTY DR,SR 45,"",0,"",39.14503131,-86.57777452,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT/RIGHT TURN,WSTATERD45SLIBERTYDR,""
95,MONROE SD,BLOOMINGTON,2021-12-17T00:00:00,6:10 PM,2,0,0,0,0,"","","",S WALNUT ST,ENTRANCE TO CLEAR CREEK CROSSING (S),"",500,S,39.121552,-86.531296,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,WET,"",T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,RHORERRDSOLDSR37RD,NONE
96,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,6:30 PM,2,,0,0,0,"","","",SR 45/46,N DUNN ST,"",422,"",39.18627812,-86.52751512,STATE ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,SPEED TOO FAST FOR WEATHER CONDITIONS,REAR END,STATERD45NDUNNST,""
97,MONROE SD,BLOOMINGTON,2021-12-17T00:00:00,6:44 PM,3,0,0,0,0,"","","",S WALNUT ST,ENTRANCE TO CLEAR CREEK CROSSING (N),"",100,S,39.1109002,-86.531363,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,ROADWAY SURFACE CONDITION,REAR END,SOLDSTATEROAD37RDWGORDONPIKE,NONE
98,BLOOMINGTON PD,BLOOMINGTON,2021-12-17T00:00:00,7:43 PM,3,,1,0,0,"","","",E 3RD ST,S JEFFERSON ST,"",0,"",39.16427125,-86.5068322,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),RAIN,WET,"",T-INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SJEFFERSONSTE3RDST,""
99,BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,1:50 AM,2,0,0,0,0,"","","",N COLLEGE AVE,W 17TH ST,"",,"",39.17896,-86.53472,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,NORTHCOLLEGEAVEWEST17THST,TRAFFIC CONTROL SIGNAL
100,BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,5:33 AM,2,,0,0,0,"","","",E AZALEA LN,S HIGHLAND AVE,"",53,"",39.14447564,-86.51751226,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE BACKING,BACKING CRASH,SHIGHLANDAVEEAZALEALN,""
101,MONROE SD,BLOOMINGTON,2021-12-16T00:00:00,6:05 AM,1,0,0,0,1,"","","",SR 48,"","",2000,W,39.16876502,-86.66806561,STATE ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,SR48WVERNALPIKE,LANE CONTROL
102,BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,7:47 AM,2,,0,0,0,3939,"","",SR 48,S CURRY PIKE,"",0,"",0,0,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAWN/DUSK,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,SAME DIRECTION SIDESWIPE,3939W3RDST,""
103,MONROE SD,BLOOMINGTON,2021-12-16T00:00:00,8:05 AM,2,0,0,0,0,"","","",W COCKRELL RD,S SWEETWATER LN,"",,"",39.105024,-86.581312,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",T-INTERSECTION,STRAIGHT/HILLCREST,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,SOUTHSWEETWATERLNWESTCOCKRELLRD,NONE
104,BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,9:26 AM,2,,0,0,0,"","","",N COLLEGE AVE,W 8TH ST,"",100,"",39.169503,-86.534847,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W8THSTNCOLLEGEAVE,""
105,BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,12:47 PM,2,,0,0,0,"","","",E 3RD ST,S LINCOLN ST,"",0,"",39.16459667,-86.53086609,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",NO JUNCTION INVOLVED,"",ASPHALT,IMPROPER TURNING,SAME DIRECTION SIDESWIPE,SLINCOLNSTE3RDST,""
106,BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,1:10 PM,2,,1,0,0,"","","",SR 45,E TAMARRON DR,"",0,"",39.17364549,-86.48214167,"","",RURAL,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,LEFT TURN,ETAMARRONDRE10THST,""
107,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,1:15 PM,2,0,0,0,0,"","","",N JORDAN AVE,E 10TH ST,"",,"",39.171584,-86.515629,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,RAIN,WET,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,RIGHT ANGLE,JORDANAVETENTHST,TRAFFIC CONTROL SIGNAL
108,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,5:10 PM,3,0,0,0,0,"","","",SR 45/46,E 10TH ST,"",,"",0,0,STATE ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SR46UNIONVILLERD,TRAFFIC CONTROL SIGNAL
109,BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,5:10 PM,2,,0,0,0,"","","",S ROSE AVE,E 3RD ST,"",0,"",39.16439867,-86.51097716,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SROSEAVEE3RDST,""
110,BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,5:22 PM,2,,0,0,0,"","","",E 3RD ST,S JORDAN AVE,"",0,"",39.16424894,-86.51610518,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,FAILURE TO YIELD RIGHT OF WAY,REAR END,SJORDANAVEE3RDST,""
111,MONROE SD,BLOOMINGTON,2021-12-16T00:00:00,5:28 PM,2,0,0,0,0,"","","",N CURRY PIKE,W PROFILE PKWY,"",,"",39.174565,-86.583026,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAWN/DUSK,CLOUDY,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,CURRYPIKEPROFILEPKWY,TRAFFIC CONTROL SIGNAL
112,MONROE SD,BLOOMINGTON,2021-12-16T00:00:00,6:16 PM,2,0,0,0,0,"","","",W 3RD ST,S WESTPLEX AVE,"",,"",39.164394,-86.5539028,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,REAR END,WTHIRDSTWESTPLEXAVE,NONE
113,BLOOMINGTON PD,BLOOMINGTON,2021-12-16T00:00:00,7:58 PM,2,,0,0,0,"","","",I-69 S,SR 48,"",0,"",39.16478868,-86.57378377,INTERSTATE,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",RAMP,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,W3RDSTSTATERD37,""
114,BLOOMINGTON PD,BLOOMINGTON,2021-12-15T00:00:00,12:10 AM,4,0,0,0,0,"","","",E 12TH ST,N LINCOLN ST,"",200,E,39.17443342,-86.53028663,LOCAL/CITY ROAD,Y,URBAN,N,N,N,"",DARK (NOT LIGHTED),RAIN,WET,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,"",12THSTLINCOLNST,NONE
115,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-12-15T00:00:00,1:08 AM,2,0,0,0,0,"","","",E 3RD ST,S JORDAN AVE,"",,"",39.164263,-86.516394,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,UNSAFE LANE MOVEMENT,LEFT TURN,ETHIRDSTSJORDANAVE,TRAFFIC CONTROL SIGNAL
116,MONROE SD,BLOOMINGTON,2021-12-15T00:00:00,10:28 AM,1,0,0,0,1,"","","",SR 46,"","",2000,W,0,0,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DAYLIGHT,CLOUDY,WET,"",T-INTERSECTION,CURVE/GRADE,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,HEDRICKRDSR46W,NONE
117,BLOOMINGTON PD,BLOOMINGTON,2021-12-15T00:00:00,8:32 PM,2,,0,0,0,"","","",E 6TH ST,N WASHINGTON ST,"",0,"",39.16755548,-86.53241336,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,"",ASPHALT,UNSAFE BACKING,REAR TO REAR,NWASHINGTONSTE6THST,""
118,MONROE SD,BLOOMINGTON,2021-12-15T00:00:00,9:35 PM,1,0,0,0,1,"","","",I-69 S,"","",0,S,0,0,INTERSTATE,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,ANIMAL/OBJECT IN ROADWAY,COLLISION WITH DEER,I69S112.5,NONE
119,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-12-15T00:00:00,9:48 PM,2,0,0,0,0,"","","",S HIGHLAND AVE,E ATWATER AVE,"",,"",39.16307,-86.517712,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,ATWATERAVEHIGHLANDAVE,STOP SIGN
120,BLOOMINGTON PD,BLOOMINGTON,2021-12-14T00:00:00,6:14 AM,2,,0,0,0,"","","",E 3RD ST,S OVERHILL DR,"",0,"",39.16423212,-86.50079469,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DARK (LIGHTED),CLOUDY,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,UNSAFE LANE MOVEMENT,SAME DIRECTION SIDESWIPE,SOVERHILLDRE3RDST,""
121,MONROE SD,ELLETTSVILLE,2021-12-14T00:00:00,6:37 AM,1,0,0,0,0,9329,"","",N FULFORD,W BRIGHTON RD,"",,"",39.31898712,-86.62292729,LOCAL/CITY ROAD,N,RURAL,N,N,N,"",DARK (NOT LIGHTED),CLEAR,DRY,"",NO JUNCTION INVOLVED,CURVE/LEVEL,ASPHALT,RAN OFF ROAD RIGHT,RAN OFF ROAD,NFULFORDRD,NONE
122,BLOOMINGTON PD,BLOOMINGTON,2021-12-14T00:00:00,12:02 PM,2,,0,0,0,"","","",E ATWATER AVE,S PARK AVE,"",0,"",39.163117,-86.524016,LOCAL/CITY ROAD,"",URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",NO JUNCTION INVOLVED,"",ASPHALT,FOLLOWING TOO CLOSELY,REAR END,SPARKAVEATWATERAVE,""
123,INDIANA UNIV BLOOMINGTON PD,BLOOMINGTON,2021-12-14T00:00:00,1:25 PM,2,0,0,0,0,"","","",N UNION ST,E 5TH ST,"",,"",0,0,LOCAL/CITY ROAD,N,URBAN,N,N,N,"",DAYLIGHT,CLEAR,DRY,"",T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,RIGHT ANGLE,FIFTHSTUNIONST,STOP SIGN
