Agency,Local Code,County,Township,City,Vehicles Involved,Trailers Involved,Number Injured,Number Dead,Number Deer,House Number,Roadway Name,Roadway Suffix,Roadway Number,Roadway Interchange,Roadway Ramp,Roadway Id,Intersecting Road,Intersecting Road Number,Mile Marker,Interchange,Corporate Limits?,Property Type,Feet From,Direction,Latitude,Longitude,Roadway Class,Traffic Control Devices?,Aggressive Driving?,Hit and Run?,Locality,School Zone?,Rumble Strips?,Construction?,Construction Type,Light Condition,Weather Conditions,Surface Condition,Type of Median,Roadway Junction Type,Road Character,Roadway Surface,Primary Factor,Damage Estimate,Manner of Collision,Unique Location Id,State Property Damage?,Traffic Control,DateTime,Address Number
INDIANA UNIV BLOOMINGTON PD,130040,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,EAGLESON AVE,AVE,,,,EAGLESON AVE,3RD,,,,Y,OTHER,,,39.16427532,-86.51640856,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,EAGLESON AVEAVE 3RDST,1,NONE,2013-01-07 15:38:00,
BLOOMINGTON PD,11513055,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,HENDERSON,ST,,,,HENDERSON ST,HILLSIDE,,,,Y,OTHER,,,39.15056013,-86.52691014,LOCAL/CITY RD,Y,N,Y,URBAN,Y,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT/RIGHT TURN,HENDERSONSTHILLSIDEDR,1,TRAFFIC CONTROL SIGNAL,2013-01-15 07:08:00,
INDIANA UNIV BLOOMINGTON PD,133112,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,17TH,ST,,,,17TH ST,DUNN,,,,Y,OTHER,,,39.17901032,-86.5283297,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,17THSTDUNNST,1,NONE,2013-11-04 21:30:00,
BLOOMINGTON PD,30314152,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,11TH,ST,,,,W 11TH ST,ADAMS,,,,Y,OTHER,500.0,E,39.173344,-86.54802772,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,DRIVER DISTRACTED - EXPLAIN IN NARRATIVE,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,1200BLKW11THSTADAMSST,1,NONE,2014-03-03 15:26:00,1200
BLOOMINGTON PD,52414045,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,WALNUT,ST,,,,WALNUT ST,15TH,,,,Y,OTHER,,,39.176848,-86.533424,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,RIGHT ANGLE,15THSTWALNUTST,1,STOP SIGN,2014-05-24 03:11:00,
BLOOMINGTON PD,70214033,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,ST,,,,WALNUT ST,KIRKWOOD,,,,Y,OTHER,75.0,S,39.16643401,-86.5336,OTHER,,Y,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,CURBED,NO JUNCTION INVOLVED,STRAIGHT/GRADE,CONCRETE,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,HEAD ON BETWEEN TWO MOTOR VEHICLES,KIRKWOODAVEWALNUTST,1,NONE,2014-07-02 00:57:00,
BLOOMINGTON PD,81114225,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1342.0,N ARLINGTON PARK,DR,,,,N ARLINGTON PARK DR,,,,,Y,OTHER,,,39.17994237,-86.5483693,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,NARLINGTONPARKDR,1,NONE,2014-08-11 19:22:00,
BLOOMINGTON PD,B1411875,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,SECOND,,,,,SECOND,COLLEGE,,,,Y,,,,39.16144,-86.534848,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,RIGHT TURN,COLLEGEAVESECONDST,1,STOP SIGN,2014-10-24 15:45:00,
BLOOMINGTON PD,B1413015,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,MARLENE,,,,,MARLENE,KIMBLE,,,,Y,,,,39.166144,-86.568,LOCAL/CITY RD,,Y,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE BACKING,UNDER $1001,BACKING CRASH,KIMBLEDRMARLENEDR,1,NONE,2014-10-31 20:52:00,
BLOOMINGTON PD,B1413073,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,17TH,,,,,17TH,INDIANA,,,,Y,,,,39.179024,-86.5272,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,17THSTINDIANAAVE,1,LN CONTROL,2014-11-01 00:54:00,
BLOOMINGTON PD,B1417662,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1147.0,E LIDEN,,,,,E LIDEN,,,,,Y,,,,0.0,0.0,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,BACKING CRASH,ELIDENDR,1,NONE,2014-12-07 12:34:00,
ISP BLOOMINGTON 33,2.015E+11,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,ROCKPORT,RD,,,,ROCKPORT,COOLIDGE,,,,Y,,225.0,N,39.14192595,-86.54314176,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),RAIN,WET,NONE,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,COOLIDGEDRIVEROCKPORTRD,1,NONE,2015-01-03 18:37:00,
INDIANA UNIV BLOOMINGTON PD,151291,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,ST RD 46E,,,ST RD 46E,10TH,,,,N,,,,39.171648,-86.502096,ST RD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,CURBED,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,COLLISION WITH OBJECT IN RD,10THSTST RD 46E,1,TRAFFIC CONTROL SIGNAL,2015-04-29 03:50:00,
INDIANA UNIV BLOOMINGTON PD,152413,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,8TH,ST,,,,8TH,FORREST,,,,Y,OTHER,,,39.1694697,-86.52234032,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,NONE,Y-INTERSECTION,CURVE/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,8THSTFORRESTAVE,1,NONE,2015-09-22 09:11:00,
BLOOMINGTON PD,B1547067,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W 7TH,ST,,,,W 7TH,N WALNUT,,,,Y,,,,39.16864,-86.533568,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NWALNUTSTW7THST,1,TRAFFIC CONTROL SIGNAL,2015-11-03 14:48:00,
BLOOMINGTON PD,B1549228,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W 3RD,ST,,,,W 3RD,S CURRY,,,,Y,,40.0,E,39.16463971,-86.58292349,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLOUDY,WET,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,SCURRYPKW 3RDST,1,TRAFFIC CONTROL SIGNAL,2015-11-17 18:55:00,
BLOOMINGTON PD,B1553351,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,1.0,0.0,0.0,500.0,S LIBERTY,DR,,,,S LIBERTY,,,,,Y,,,,39.145264,-86.577616,OTHER,,Y,Y,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,SAME DIRECTION SIDESWIPE,SLIBERTYDR,1,NONE,2015-12-18 16:15:00,
BLOOMINGTON PD,B1635013,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1705.0,N KINSER,PK,,,,N KINSER,,,,,Y,,,,39.18589867,-86.53787333,OTHER,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,UNSAFE LN MOVEMENT,UNDER $1001,SAME DIRECTION SIDESWIPE,NKINSERPK,1,NONE,2016-09-02 19:00:00,
BLOOMINGTON PD,B1635712,MONROE,BLOOMINGTON,BLOOMINGTON,2,0.0,1.0,0.0,0.0,,E 3RD,ST,,,,E 3RD,DUNN,,,,Y,,60.0,W,39.164448,-86.528096,LOCAL/CITY RD,Y,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,CURVE/GRADE,ASPHALT,FOLLOWING TOO CLOSELY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,DUNNSTE 3RDST,0,TRAFFIC CONTROL SIGNAL,2016-09-07 14:39:00,
BLOOMINGTON PD,B16-46608,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1175.0,S COLLEGE MALL,RD,,,,S COLLEGE MALL,,,,,Y,,,,39.15427029,-86.49764657,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SOUTHCOLLEGEMALLRD,1,NONE,2016-11-19 18:05:00,
BLOOMINGTON PD,B1706726,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,WINSLOW,RD,,,,WINSLOW,HENDERSON,,,,Y,,,,39.13603999,-86.52687996,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (VEHICLE) - EXPLAIN IN NARRATIVE,UNDER $1001,LEFT TURN,HENDERSONSTWINSLOWRD,1,TRAFFIC CONTROL SIGNAL,2017-02-23 07:04:00,
BLOOMINGTON PD,B1715884,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,500 S MULLER,PKWY,,,,S MULLER,BASSWOOD,,,,Y,,350.0,N,39.19559487,-86.56791,OTHER,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,500SMULLERPKWYBASSWOODDR,1,NONE,2017-04-25 15:36:00,500
BLOOMINGTON PD,B1720794,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,,,ST RD 46 W,,,ST RD 46 W,KINSER,,,,Y,,,,39.186544,-86.537888,ST RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,KINSERPKST RD 46 W,1,TRAFFIC CONTROL SIGNAL,2017-05-29 19:21:00,
BLOOMINGTON PD,B1726990,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,S WALNUT,ST,,,,S WALNUT,E GRIMES,,,,Y,,,,39.15344,-86.5336,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT TURN,EGRIMESLNSWALNUTST,1,LN CONTROL,2017-07-08 13:35:00,
BLOOMINGTON PD,B1731671,MONROE,RICHLAND,BLOOMINGTON,1,0.0,1.0,0.0,0.0,3300.0,W 3RD,ST,,,,W 3RD,,,,,Y,,,,39.16493,-86.57685,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,WEST3RDST,1,NONE,2017-08-08 15:30:00,
MONROE SD,M17A20969,MONROE,RICHLAND,BLOOMINGTON,1,0.0,1.0,0.0,0.0,500.0,PROFILE,PKWY,,,,PROFILE,,,,,N,PRIVATE,,,39.16977,-86.59059,OTHER,,N,N,RURAL,N,N,N,,DARK (LIGHTED),CLEAR,DRY,NONE,NO JUNCTION INVOLVED,NON-RDWAY CRASH,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,PROFILEPKWY,1,NONE,2017-08-31 04:55:00,
BLOOMINGTON PD,B1737941,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1175.0,S COLLEGE MALL,RD,,,,S COLLEGE MALL,,,,,Y,,,,39.15449,-86.49749,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,NON-RDWAY CRASH,ASPHALT,PEDESTRIAN ACTION,$2501 TO $5000,RIGHT ANGLE,SCOLLEGEMALLRD,1,NONE,2017-09-15 17:30:00,
BLOOMINGTON PD,B1740449,MONROE,RICHLAND,BLOOMINGTON,1,0.0,1.0,0.0,0.0,2910.0,LEONARD SPRINGS,RD,,,,LEONARD SPRINGS,,,,,Y,,,,39.13448,-86.58328,OTHER,,N,Y,URBAN,N,N,N,,DARK (LIGHTED),CLOUDY,DRY,,NO JUNCTION INVOLVED,STRAIGHT/GRADE,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,BACKING CRASH,LEONARDSPRINGSRD,1,NONE,2017-10-01 21:30:00,
BLOOMINGTON PD,B1742410,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,ST RD 46,HWY,,,,ST RD 46,EASTGATE,,,,Y,OTHER,,,39.17013,-86.50154,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,RAN OFF RD RIGHT,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,EASTGATELNST RD 46HWY,1,NONE,2017-10-15 04:01:00,
BLOOMINGTON PD,B1750851,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1420.0,W ARLINGTON PARK APT,DR,,,,W ARLINGTON PARK APT,,,,,Y,,,,39.18040893,-86.54876022,LOCAL/CITY RD,,Y,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$1001 TO $2500,COLLISION WITH OBJECT IN RD,WARLINGTONPARKAPTDR,1,NONE,2017-12-14 06:45:00,
BLOOMINGTON PD,B1803878,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E HILLSIDE,DR,,,,E HILLSIDE,NANCY,,,,Y,,,,39.150544,-86.511088,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,COLLISION WITH OBJECT IN RD,EHILLSIDEDRNANCYST,1,NONE,2018-01-29 23:25:00,
BLOOMINGTON PD,B1806566,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,900 S ROGERS,ST,,,,S ROGERS,DODDS,,,,Y,,75.0,S,0.0,0.0,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,UNDER $1001,LEFT TURN,900SROGERSSTDODDSST,1,LN CONTROL,2018-02-18 08:11:00,900
INDIANA UNIV BLOOMINGTON PD,180658,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,925.0,E ATWATER,AVE,,,,E ATWATER,,,,,Y,,,,39.1631589,-86.52214676,OTHER,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,EATWATERAVE,1,NONE,2018-03-09 22:30:00,
BLOOMINGTON PD,B18-10298,MONROE,PERRY,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,S COLLEGE MALL,RD,,,,S COLLEGE MALL,COVENANTER,,,,Y,,,,39.155152,-86.497888,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,COVENANTERDRSCOLLEGEMALLRD,2,TRAFFIC CONTROL SIGNAL,2018-03-14 18:15:00,
BLOOMINGTON PD,B1834223,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,W 6TH,ST,,,,W 6TH,N MAPLE,,,,Y,,,,39.167696,-86.542096,LOCAL/CITY RD,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,NMAPLESTW6THST,1,STOP SIGN,2018-08-23 13:44:00,
INDIANA UNIV BLOOMINGTON PD,190868,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1800.0,DUNN,ST,,,,N DUNN,,,,,Y,,,,39.18279,-86.523885,OTHER,,N,N,RURAL,N,N,N,,DAYLIGHT,CLEAR,DRY,,T-INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,LEFT TURN,NDUNNST,1,NONE,2019-04-09 10:20:00,
BLOOMINGTON PD,B1916709,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,0.0,0.0,0.0,,HENDERSON,ST,,,,S HENDERSON,WINSLOW,,,,Y,,200.0,N,39.15716346,-86.52689,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,$1001 TO $2500,OTHER - EXPLAIN IN NARRATIVE,EWINSLOWRDSHENDERSONST,1,NONE,2019-04-25 14:35:00,
BLOOMINGTON PD,B1918761,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,3RD,ST,,,,W 3RD,MULLER,,,,Y,,,,39.1645,-86.5627,,,N,Y,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,SMULLERPKWYW 3RDST,1,STOP SIGN,2019-05-08 15:00:00,
INDIANA UNIV BLOOMINGTON PD,192085,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,,,,,FEE,LN,,,,FEE,13TH,,,,Y,,175.0,N,39.17563263,-86.51898724,LOCAL/CITY RD,,N,Y,URBAN,Y,N,Y,INTERMITTENT OR MOVING WORK,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,13THSTFEELN,1,YIELD SIGN,2019-09-23 11:00:00,
BLOOMINGTON PD,B1942546,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,WALNUT,ST,,,,WALNUT,HILLSIDE,,,,Y,,,,39.150544,-86.5336,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,LEFT TURN,HILLSIDEDRWALNUTST,1,TRAFFIC CONTROL SIGNAL,2019-10-08 06:45:00,
INDIANA UNIV BLOOMINGTON PD,200654,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,TENTH,ST,,,,TENTH,WALNUT GROVE,,,,Y,,,,,,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLOUDY,DRY,,T-INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,TENTHSTWALNUTGROVEST,1,LN CONTROL,2020-03-03 16:27:00,
BLOOMINGTON PD,B2024483,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,2.0,0.0,0.0,,N WALNUT,ST,,,,N WALNUT,E 4TH,,,,Y,,,,39.165648,-86.5336,LOCAL/CITY RD,Y,Y,Y,URBAN,N,N,N,,DAWN/DUSK,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,E4THSTNWALNUTST,2,TRAFFIC CONTROL SIGNAL,2020-07-06 21:06:00,
MONROE SD,M20A27825,MONROE,VAN BUREN,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W ROLL,AVE,,,,W ROLL,N CURRY,,,,N,,200.0,E,39.14744,-86.582592,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,OTHER (DRIVER) - EXPLAIN IN NARRATIVE,$2501 TO $5000,OTHER - EXPLAIN IN NARRATIVE,NCURRYPKWROLLAVE,1,NONE,2020-10-16 07:36:00,
BLOOMINGTON PD,B2111248,MONROE,PERRY,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W COUNTRYSIDE,LN,,,,W COUNTRYSIDE,S ROCKPORT,,,,Y,,,,39.136448,-86.548704,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,CONCRETE,PEDESTRIAN ACTION,UNDER $1001,RIGHT ANGLE,SOUTHROCKPORTRDWESTCOUNTRYSIDELN,1,STOP SIGN,2021-04-09 13:45:00,
BLOOMINGTON PD,B2115965,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,1620.0,W 3RD,ST,,,,W 3RD,,,,,Y,,,,39.16454492,-86.55365233,OTHER,,N,N,URBAN,N,N,N,,DARK (NOT LIGHTED),CLEAR,DRY,,NO JUNCTION INVOLVED,STRAIGHT/LEVEL,ASPHALT,PEDESTRIAN ACTION,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,W 3RDST,1,NONE,2021-05-14 22:46:00,
BLOOMINGTON PD,B2121000,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,W 7TH,ST,,,,W 7TH,N MADISON,,,,Y,,50.0,E,39.168688,-86.537296,LOCAL/CITY RD,,N,N,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,TRAIL CROSSINGS,STRAIGHT/LEVEL,CONCRETE,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,RIGHT ANGLE,NORTHMADISONSTWEST7THST,1,YIELD SIGN,2021-06-22 15:55:00,
BLOOMINGTON PD,B2118985,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,E 3RD,ST,,,,E 3RD,S CLARIZZ,,,,Y,,,,39.16424,-86.4908,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DAYLIGHT,RAIN,WET,,FOUR-WAY INTERSECTION,STRAIGHT/LEVEL,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$2501 TO $5000,LEFT TURN,E 3RDSTSCLARIZZBLVD,1,TRAFFIC CONTROL SIGNAL,2021-06-08 16:03:00,
BLOOMINGTON PD,B2131712,MONROE,BLOOMINGTON,BLOOMINGTON,1,0.0,1.0,0.0,0.0,,17TH,ST,,,,17TH,WALNUT,,,,Y,,,,39.178944,-86.533392,LOCAL/CITY RD,Y,N,N,URBAN,N,N,N,,DARK (LIGHTED),CLEAR,DRY,,FOUR-WAY INTERSECTION,STRAIGHT/GRADE,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,$1001 TO $2500,LEFT TURN,17THSTWALNUTST,1,TRAFFIC CONTROL SIGNAL,2021-09-07 20:40:00,
BLOOMINGTON PD,B22-01161,MONROE,BLOOMINGTON,BLOOMINGTON,1,,1.0,0.0,0.0,,S WILLIAMSBURG DR,,,,,S WILLIAMSBURG DR,E 3RD ST,,,,Y,,0.0,,39.16438732,-86.49653381,LOCAL/CITY RD,,,,URBAN,N,N,N,,DAYLIGHT,CLEAR,DRY,,NO JUNCTION INVOLVED,,ASPHALT,FAILURE TO YIELD RIGHT OF WAY,UNDER $1001,OTHER - EXPLAIN IN NARRATIVE,SWILLIAMSBURGDRE 3RDST,1,,2022-01-11 16:40:00,
